Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
834;NVTK0221;Novatek Finance Designated Activity Company;Облигации;Облигации иностранного эмитента;;XS0588433267;DYFXXR;1,00;0,01;PCT;18.04.2017 0:00:00
835;NWL;Newell Brands Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6512291062;;1,00;0,01;USD;14.06.2017 0:00:00
836;NWS;News Corporation;Акции;Акции иностранного эмитента обыкновенные класса B;;US65249B2088;;1,00;0,01;USD;14.06.2017 0:00:00
837;NWSA;News Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US65249B1098;;1,00;0,01;USD;14.06.2017 0:00:00
838;NXST;Nexstar Media Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US65336K1034;;1,00;0,01;USD;28.02.2019 0:00:00
839;NYT;The New York Times Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US6501111073;;1,00;0,01;USD;18.05.2020 0:00:00
840;O;Realty Income Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7561091049;;1,00;0,01;USD;01.06.2017 0:00:00
841;OC;Owens Corning;Акции;Акции иностранного эмитента обыкновенные;;US6907421019;;1,00;0,01;USD;31.01.2019 0:00:00
842;ODFL;Old Dominion Freight Line, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6795801009;;1,00;0,01;USD;31.01.2019 0:00:00
843;OFIX;Orthofix Medical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68752M1080;;1,00;0,01;USD;11.06.2019 0:00:00
844;OI;O-I Glass, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67098H1041;;1,00;0,01;USD;31.12.2019 0:00:00
845;OII;Oceaneering International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6752321025;;1,00;0,01;USD;31.10.2019 0:00:00
846;OIS;Oil States International, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6780261052;;1,00;0,01;USD;31.10.2019 0:00:00
847;OKE;ONEOK, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6826801036;;1,00;0,01;USD;01.06.2017 0:00:00
848;OKTA;Okta, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US6792951054;;1,00;0,01;USD;05.08.2019 0:00:00
849;OLED;Universal Display Corporation;Акции;Акции иностранного эмитента обыкновенные;;US91347P1057;;1,00;0,01;USD;31.01.2019 0:00:00
850;OLLI;Ollie’s Bargain Outlet Holdings, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6811161099;;1,00;0,01;USD;05.08.2019 0:00:00
851;OMA0128;The Sultanate of Oman;Облигации;Облигации иностранного эмитента;;XS1750113661;;1,00;0,01;PCT;03.12.2019 0:00:00
852;OMA0148;The Sultanate of Oman;Облигации;Облигации иностранного эмитента;;XS1750114396;;1,00;0,01;PCT;23.12.2019 0:00:00
853;OMC;Omnicom Group Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6819191064;;1,00;0,01;USD;18.05.2017 0:00:00
854;OMCL;Omnicell, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68213N1090;;1,00;0,01;USD;11.06.2019 0:00:00
855;ON;ON Semiconductor Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6821891057;;1,00;0,01;USD;04.04.2019 0:00:00
856;ONTO;Onto Innovation Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6833441057;;1,00;0,01;USD;11.06.2019 0:00:00
857;ORCL;Oracle Corporation;Акции;Акции иностранного эмитента обыкновенные;;US68389X1054;;1,00;0,01;USD;26.10.2016 0:00:00
858;ORLY;O'Reilly Automotive, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US67103H1077;;1,00;0,01;USD;01.06.2017 0:00:00
859;OSIS;OSI Systems, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6710441055;;1,00;0,01;USD;28.02.2019 0:00:00
860;OSK;Oshkosh Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6882392011;;1,00;0,01;USD;31.01.2019 0:00:00
861;OSUR;OraSure Technologies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68554V1089;;1,00;0,01;USD;31.10.2019 0:00:00
862;OTIS;Otis Worldwide Corporation;Акции;Акции иностранного эмитента обыкновенные;;US68902V1070;;1,00;0,01;USD;06.04.2020 0:00:00
863;OVV;Ovintiv Inc.;Акции;Акции иностранного эмитента обыкновенные;;US69047Q1022;;1,00;0,01;USD;31.01.2020 0:00:00
864;OXY;Occidental Petroleum Corporation;Акции;Акции иностранного эмитента обыкновенные;;US6745991058;;1,00;0,01;USD;26.10.2016 0:00:00
865;PAGS;PagSeguro Digital Ltd.;Акции;Акции иностранного эмитента обыкновенные класса A;;KYG687071012;;1,00;0,01;USD;20.08.2019 0:00:00
866;PANW;Palo Alto Networks, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6974351057;;1,00;0,01;USD;11.12.2017 0:00:00
867;PATK;Patrick Industries, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7033431039;;1,00;0,01;USD;04.04.2019 0:00:00
868;PAYC;Paycom Software, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US70432V1026;;1,00;0,01;USD;31.01.2019 0:00:00
869;PB;Prosperity Bancshares, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7436061052;;1,00;0,01;USD;18.05.2020 0:00:00
870;PBCT;People's United Financial, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7127041058;;1,00;0,01;USD;14.06.2017 0:00:00
871;PBF;PBF Energy Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US69318G1067;;1,00;0,01;USD;04.04.2019 0:00:00
872;PBH;Prestige Consumer Healthcare Inc.;Акции;Акции иностранного эмитента обыкновенные;;US74112D1019;;1,00;0,01;USD;11.06.2019 0:00:00
873;PBI;Pitney Bowes Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7244791007;;1,00;0,01;USD;14.06.2017 0:00:00
874;PCAR;PACCAR Inc;Акции;Акции иностранного эмитента обыкновенные;;US6937181088;;1,00;0,01;USD;26.10.2016 0:00:00
875;PCG;PG&E Corporation;Акции;Акции иностранного эмитента обыкновенные;;US69331C1080;;1,00;0,01;USD;01.06.2017 0:00:00
876;PCRX;Pacira BioSciences, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6951271005;;1,00;0,01;USD;31.10.2019 0:00:00
877;PCTY;Paylocity Holding Corporation;Акции;Акции иностранного эмитента обыкновенные;;US70438V1061;;1,00;0,01;USD;28.02.2019 0:00:00
878;PD;PagerDuty, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US69553P1003;;1,00;0,01;USD;05.08.2019 0:00:00
879;PDCO;Patterson Companies, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7033951036;;1,00;0,01;USD;01.06.2017 0:00:00
880;PEAK;Healthpeak Properties, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US42250P1030;;1,00;0,01;USD;01.06.2017 0:00:00
881;PEG;Public Service Enterprise Group Incorporated;Акции;Акции иностранного эмитента обыкновенные;;US7445731067;;1,00;0,01;USD;14.06.2017 0:00:00
882;PEGA;Pegasystems Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7055731035;;1,00;0,01;USD;28.02.2019 0:00:00
883;PEN;Penumbra, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US70975L1070;;1,00;0,01;USD;11.06.2019 0:00:00
884;PEP;PepsiCo, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7134481081;;1,00;0,01;USD;26.10.2016 0:00:00
885;PETQ;PetIQ, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US71639T1060;;1,00;0,01;USD;11.06.2019 0:00:00
886;PFE;Pfizer Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7170811035;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
887;PFG;Principal Financial Group, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US74251V1026;;1,00;0,01;USD;14.06.2017 0:00:00
888;PFGC;Performance Food Group Company;Акции;Акции иностранного эмитента обыкновенные;;US71377A1034;;1,00;0,01;USD;04.04.2019 0:00:00
889;PFPT;Proofpoint, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7434241037;;1,00;0,01;USD;05.08.2019 0:00:00
890;PG;The Procter & Gamble Company;Акции;Акции иностранного эмитента обыкновенные;;US7427181091;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
891;PGR;The Progressive Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7433151039;;1,00;0,01;USD;14.06.2017 0:00:00
892;PGTI;PGT Innovations, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US69336V1017;;1,00;0,01;USD;31.10.2019 0:00:00
893;PH;Parker-Hannifin Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7010941042;;1,00;0,01;USD;26.10.2016 0:00:00
894;PHM;PulteGroup, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7458671010;;1,00;0,01;USD;14.06.2017 0:00:00
895;PII;Polaris Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7310681025;;1,00;0,01;USD;31.01.2019 0:00:00
896;PINC;Premier, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US74051N1028;;1,00;0,01;USD;11.06.2019 0:00:00
897;PINS;Pinterest, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US72352L1061;;1,00;0,01;USD;31.10.2019 0:00:00
898;PKG;Packaging Corporation of America;Акции;Акции иностранного эмитента обыкновенные;;US6951561090;;1,00;0,01;USD;31.01.2019 0:00:00
899;PKI;PerkinElmer, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US7140461093;;1,00;0,01;USD;14.06.2017 0:00:00
900;PLAN;Anaplan, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US03272L1089;;1,00;0,01;USD;05.08.2019 0:00:00
901;PLAY;Dave & Buster's Entertainment, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US2383371091;;1,00;0,01;USD;31.01.2019 0:00:00
902;PLCE;The Children's Place, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US1689051076;;1,00;0,01;USD;31.01.2019 0:00:00
903;PLD;Prologis, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US74340W1036;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
904;PLNT;Planet Fitness, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US72703H1014;;1,00;0,01;USD;04.04.2019 0:00:00
