HAIN P/E =  212.63 P/B =  2.11 Price = 29.13
HAL P/E =  - P/B =  1.49 Price = 11.59
HALO P/E =  - P/B =  58.57 Price = 24.60
HAS P/E =  20.33 P/B =  3.35 Price = 66.69
HBAN P/E =  8.29 P/B =  0.78 Price = 8.10
HBI P/E =  6.83 P/B =  3.95 Price = 9.59
HCA P/E =  12.14 P/B =  - Price = 106.69
HCCI P/E =  25.55 P/B =  1.53 Price = 17.63
HCSG P/E =  21.38 P/B =  3.69 Price = 21.68
HD P/E =  24.04 P/B =  - Price = 241.88
HDS P/E =  11.31 P/B =  3.64 Price = 30.47
HEAR P/E =  24.47 P/B =  2.55 Price = 10.57
HEI P/E =  34.84 P/B =  7.11 Price = 93.99
HES P/E =  - P/B =  1.99 Price = 47.10
HFC P/E =  24.78 P/B =  0.88 Price = 30.46
HGV P/E =  10.51 P/B =  3.12 Price = 20.45
HHC P/E =  - P/B =  0.57 Price = 47.24
HHR P/E =  44.01 P/B =  18.95 Price = 18.00
HIBB P/E =  12.73 P/B =  1.02 Price = 19.50
HIG P/E =  7.89 P/B =  0.89 Price = 36.99
HII P/E =  12.49 P/B =  4.53 Price = 182.77
HLT P/E =  30.49 P/B =  - Price = 78.39
HNP P/E =  496.55 P/B =  0.37 Price = 14.40
HOG P/E =  10.51 P/B =  2.20 Price = 24.38
HOLX P/E =  31.09 P/B =  6.61 Price = 52.33
HON P/E =  16.74 P/B =  5.60 Price = 139.18
HP P/E =  - P/B =  0.57 Price = 18.21
HPE P/E =  9.41 P/B =  0.69 Price = 9.17
HPQ P/E =  8.59 P/B =  - Price = 17.00
HQY P/E =  88.05 P/B =  3.91 Price = 56.79
HRB P/E =  8.75 P/B =  - Price = 16.94
HRC P/E =  45.87 P/B =  4.31 Price = 100.05
HRL P/E =  27.57 P/B =  4.12 Price = 46.93
HRTX P/E =  - P/B =  4.51 Price = 18.24
HSC P/E =  73.28 P/B =  1.04 Price = 9.38
HSIC P/E =  11.70 P/B =  2.73 Price = 56.71
HSKA P/E =  - P/B =  2.28 Price = 81.63
HST P/E =  11.22 P/B =  1.13 Price = 11.23
HSY P/E =  24.58 P/B =  16.28 Price = 130.26
HTHT P/E =  38.11 P/B =  8.25 Price = 30.26
HUBB P/E =  15.88 P/B =  3.31 Price = 116.86
HUBG P/E =  15.24 P/B =  1.34 Price = 43.97
HUBS P/E =  - P/B =  12.72 Price = 194.29
HUM P/E =  20.25 P/B =  4.22 Price = 394.43
HURN P/E =  - P/B =  1.67 Price = 40.19
HWM P/E =  11.45 P/B =  1.14 Price = 12.37
HXL P/E =  9.52 P/B =  1.82 Price = 30.84
IAC P/E =  215.74 P/B =  9.13 Price = 260.83
IART P/E =  162.51 P/B =  3.17 Price = 49.89
IBM P/E =  11.53 P/B =  5.26 Price = 118.39
IBN P/E =  15.40 P/B =  1.55 Price = 7.76
IBP P/E =  24.45 P/B =  7.45 Price = 61.59
ICE P/E =  25.06 P/B =  3.06 Price = 93.77
ICUI P/E =  47.30 P/B =  2.89 Price = 191.03
IDCC P/E =  71.68 P/B =  2.23 Price = 54.55
IDXX P/E =  58.91 P/B =  233.90 Price = 294.72
IEX P/E =  27.61 P/B =  5.04 Price = 150.45
IFF P/E =  30.94 P/B =  2.49 Price = 129.42
IIVI P/E =  - P/B =  2.02 Price = 44.78
ILMN P/E =  55.94 P/B =  11.25 Price = 354.70
IMMU P/E =  - P/B =  39.62 Price = 34.47
INCY P/E =  - P/B =  11.12 Price = 99.37
INFO P/E =  31.01 P/B =  3.17 Price = 67.01
INGN P/E =  58.60 P/B =  2.32 Price = 36.80
INGR P/E =  13.83 P/B =  2.05 Price = 79.54
INSP P/E =  - P/B =  16.35 Price = 86.18
INTC P/E =  12.05 P/B =  3.48 Price = 62.26
INTU P/E =  56.82 P/B =  15.84 Price = 287.61
IONS P/E =  48.63 P/B =  5.58 Price = 54.47
IOVA P/E =  - P/B =  21.35 Price = 41.00
IP P/E =  19.63 P/B =  1.87 Price = 32.64
IPAR P/E =  26.66 P/B =  2.95 Price = 43.24
IPG P/E =  9.68 P/B =  2.52 Price = 16.48
IPGP P/E =  52.39 P/B =  3.55 Price = 157.39
IPHI P/E =  - P/B =  15.47 Price = 118.37
IQV P/E =  131.46 P/B =  4.59 Price = 142.90
IR P/E =  71.00 P/B =  0.91 Price = 28.54
IRBT P/E =  47.19 P/B =  3.35 Price = 73.10
IRM P/E =  23.06 P/B =  6.20 Price = 24.17
IRTC P/E =  - P/B =  27.17 Price = 126.61
ISRG P/E =  48.53 P/B =  7.70 Price = 562.80
IT P/E =  37.10 P/B =  11.78 Price = 117.61
ITGR P/E =  26.43 P/B =  2.27 Price = 80.69
ITRI P/E =  40.97 P/B =  3.17 Price = 61.05
ITT P/E =  14.31 P/B =  2.36 Price = 54.26
ITW P/E =  21.25 P/B =  22.84 Price = 163.75
IVZ P/E =  7.13 P/B =  0.35 Price = 7.27
J P/E =  51.30 P/B =  1.84 Price = 77.10
JACK P/E =  30.25 P/B =  - Price = 66.49
JBHT P/E =  23.28 P/B =  5.04 Price = 108.46
JBSS P/E =  17.91 P/B =  4.04 Price = 85.59
JCI P/E =  20.77 P/B =  1.23 Price = 29.53
JCOM P/E =  21.41 P/B =  2.94 Price = 76.61
JD P/E =  88.95 P/B =  6.11 Price = 49.90
JEF P/E =  4.07 P/B =  0.43 Price = 13.25
JELD P/E =  30.48 P/B =  1.88 Price = 14.11
JKHY P/E =  48.58 P/B =  9.47 Price = 186.92
JLL P/E =  9.25 P/B =  0.98 Price = 93.57
JNJ P/E =  22.52 P/B =  6.20 Price = 144.37
JNPR P/E =  23.83 P/B =  1.75 Price = 23.16
JOBS P/E =  34.14 P/B =  2.37 Price = 57.05
JOUT P/E =  13.70 P/B =  2.08 Price = 71.97
JPM P/E =  10.10 P/B =  1.20 Price = 89.47
JWN P/E =  4.93 P/B =  2.49 Price = 15.66
K P/E =  20.73 P/B =  7.94 Price = 62.09
KALU P/E =  16.98 P/B =  1.46 Price = 66.36
KDP P/E =  32.68 P/B =  1.69 Price = 27.16
KEP P/E =  - P/B =  0.20 Price = 8.60
KEX P/E =  - P/B =  0.95 Price = 49.33
KEY P/E =  7.96 P/B =  0.67 Price = 10.74
KEYS P/E =  29.45 P/B =  6.14 Price = 102.06
KFY P/E =  10.38 P/B =  1.24 Price = 29.16
KHC P/E =  19.19 P/B =  0.72 Price = 29.95
KIM P/E =  15.05 P/B =  1.01 Price = 11.33
KLAC P/E =  26.97 P/B =  11.71 Price = 173.00
KMB P/E =  20.41 P/B =  - Price = 139.74
KMI P/E =  26.52 P/B =  1.05 Price = 15.41
KMPR P/E =  9.52 P/B =  1.10 Price = 62.43
KMT P/E =  32.93 P/B =  1.70 Price = 25.82
KMX P/E =  15.32 P/B =  3.53 Price = 81.55
KNX P/E =  23.89 P/B =  1.20 Price = 39.90
KO P/E =  19.41 P/B =  10.65 Price = 45.03
KR P/E =  15.87 P/B =  2.99 Price = 32.37
KRG P/E =  - P/B =  0.65 Price = 9.68
KSU P/E =  24.69 P/B =  3.18 Price = 147.25
KTB P/E =  10.26 P/B =  - Price = 14.04
L P/E =  - P/B =  0.54 Price = 31.91
LAD P/E =  10.71 P/B =  1.90 Price = 118.94
LANC P/E =  28.19 P/B =  5.07 Price = 142.81
LASR P/E =  - P/B =  4.03 Price = 22.67
LB P/E =  - P/B =  - Price = 15.08
LDOS P/E =  24.45 P/B =  4.27 Price = 100.96
LEA P/E =  10.78 P/B =  1.59 Price = 105.40
LECO P/E =  17.82 P/B =  7.19 Price = 79.69
LEG P/E =  12.77 P/B =  3.28 Price = 29.99
LEGH P/E =  9.15 P/B =  1.21 Price = 11.50
LEN P/E =  9.52 P/B =  1.17 Price = 60.09
LEVI P/E =  13.25 P/B =  3.21 Price = 12.92
LFC P/E =  6.26 P/B =  0.90 Price = 9.07
LFUS P/E =  30.46 P/B =  2.58 Price = 155.99
LGIH P/E =  10.31 P/B =  2.41 Price = 81.88
LGND P/E =  - P/B =  2.71 Price = 108.64
LH P/E =  52.37 P/B =  2.36 Price = 170.16
LHCG P/E =  52.09 P/B =  3.58 Price = 164.85
LHX P/E =  26.03 P/B =  1.79 Price = 180.45
LII P/E =  22.08 P/B =  - Price = 198.43
LIN P/E =  44.57 P/B =  2.26 Price = 190.87
LITE P/E =  50.14 P/B =  3.17 Price = 73.56
LKQ P/E =  13.29 P/B =  1.56 Price = 25.33
LLY P/E =  25.06 P/B =  44.59 Price = 151.16
LM P/E =  17.91 P/B =  1.14 Price = 49.80
LMT P/E =  16.75 P/B =  30.12 Price = 369.00
LNT P/E =  18.58 P/B =  2.06 Price = 46.38
LNTH P/E =  20.35 P/B =  4.23 Price = 12.70
LOGM P/E =  - P/B =  1.49 Price = 84.07
LOPE P/E =  17.84 P/B =  3.13 Price = 95.40
LOW P/E =  20.63 P/B =  47.20 Price = 122.25
LPL P/E =  - P/B =  0.24 Price = 4.08
LPLA P/E =  10.06 P/B =  5.33 Price = 67.81
LPSN P/E =  - P/B =  16.93 Price = 38.44
LRCX P/E =  18.78 P/B =  8.36 Price = 261.14
LRN P/E =  43.20 P/B =  1.45 Price = 24.41
LSTR P/E =  21.74 P/B =  7.05 Price = 112.72
LTHM P/E =  28.64 P/B =  1.66 Price = 6.13
LULU P/E =  56.12 P/B =  18.47 Price = 276.73
LUV P/E =  8.66 P/B =  1.64 Price = 28.87
LVS P/E =  17.07 P/B =  7.98 Price = 46.90
LW P/E =  17.68 P/B =  30.93 Price = 57.22
LYB P/E =  7.70 P/B =  2.76 Price = 60.42
LYFT P/E =  - P/B =  3.65 Price = 31.26
LYV P/E =  - P/B =  11.42 Price = 46.49
M P/E =  2.88 P/B =  0.25 Price = 5.21
MA P/E =  37.86 P/B =  54.92 Price = 294.91
MAA P/E =  42.88 P/B =  2.17 Price = 114.28
MAC P/E =  10.94 P/B =  0.41 Price = 6.95
MAN P/E =  10.25 P/B =  1.58 Price = 70.66
MANH P/E =  58.02 P/B =  39.44 Price = 78.09
MANT P/E =  23.99 P/B =  1.92 Price = 72.15
MANU P/E =  98.06 P/B =  5.09 Price = 15.69
MAR P/E =  32.56 P/B =  - Price = 91.05
MAS P/E =  19.21 P/B =  - Price = 44.82
MASI P/E =  66.89 P/B =  10.60 Price = 246.68
MAT P/E =  - P/B =  18.43 Price = 8.48
MATX P/E =  15.53 P/B =  1.43 Price = 26.53
MBT P/E =  11.33 P/B =  17.02 Price = 9.02
MBUU P/E =  13.07 P/B =  3.96 Price = 47.00
MC P/E =  14.25 P/B =  3.77 Price = 29.78
MCD P/E =  24.16 P/B =  - Price = 184.41
MCHP P/E =  39.57 P/B =  3.78 Price = 87.81
MCK P/E =  28.84 P/B =  5.13 Price = 149.42
MCO P/E =  31.85 P/B =  82.85 Price = 256.82
MCRI P/E =  25.77 P/B =  1.96 Price = 37.00
MD P/E =  - P/B =  0.84 Price = 15.17
MDB P/E =  - P/B =  151.92 Price = 220.28
MDGL P/E =  - P/B =  5.03 Price = 125.71
MDLZ P/E =  19.44 P/B =  2.78 Price = 49.70
MDRX P/E =  - P/B =  0.84 Price = 6.42
MDT P/E =  26.89 P/B =  2.45 Price = 94.72
MED P/E =  14.54 P/B =  9.73 Price = 91.52
MEDP P/E =  31.67 P/B =  4.63 Price = 92.18
MEI P/E =  9.62 P/B =  1.44 Price = 29.54
MELI P/E =  - P/B =  22.41 Price = 841.31
MET P/E =  3.55 P/B =  0.43 Price = 33.34
MFGP P/E =  1.36 P/B =  0.28 Price = 5.29
MGLN P/E =  24.07 P/B =  1.23 Price = 71.17
MGY P/E =  - P/B =  1.82 Price = 5.93
MHK P/E =  8.18 P/B =  0.76 Price = 83.31
MHO P/E =  6.69 P/B =  0.90 Price = 32.95
MIDD P/E =  9.83 P/B =  1.85 Price = 63.11
MINI P/E =  18.58 P/B =  1.65 Price = 30.96
MKC P/E =  33.05 P/B =  6.42 Price = 171.87
MKL P/E =  - P/B =  1.23 Price = 868.85
MKSI P/E =  27.89 P/B =  2.66 Price = 99.54
MKTX P/E =  80.72 P/B =  22.55 Price = 482.32
MLCO P/E =  - P/B =  3.58 Price = 14.31
MLHR P/E =  6.73 P/B =  1.67 Price = 23.67
MLM P/E =  18.95 P/B =  2.11 Price = 179.69
MMC P/E =  29.99 P/B =  7.23 Price = 104.50
MMI P/E =  14.41 P/B =  2.10 Price = 27.08
MMM P/E =  17.18 P/B =  8.33 Price = 146.44
MMS P/E =  21.73 P/B =  3.94 Price = 70.16
MMSI P/E =  - P/B =  2.63 Price = 44.81
MNK P/E =  - P/B =  0.15 Price = 3.37
MNRO P/E =  25.23 P/B =  2.59 Price = 58.10
MNST P/E =  33.27 P/B =  9.52 Price = 68.71
MO P/E =  - P/B =  10.72 Price = 37.73
MOMO P/E =  10.30 P/B =  2.07 Price = 19.14
MORN P/E =  42.85 P/B =  5.87 Price = 141.39
MOS P/E =  - P/B =  0.52 Price = 11.56
MOV P/E =  5.84 P/B =  0.47 Price = 10.70
MPC P/E =  - P/B =  0.96 Price = 35.57
MPWR P/E =  77.58 P/B =  11.05 Price = 202.18
MRC P/E =  38.54 P/B =  0.70 Price = 5.28
MRK P/E =  19.21 P/B =  7.38 Price = 76.37
MRNA P/E =  - P/B =  14.84 Price = 69.00
MRO P/E =  18.41 P/B =  0.39 Price = 5.89
MRTX P/E =  - P/B =  6.64 Price = 101.62
MS P/E =  8.35 P/B =  0.81 Price = 40.13
MSA P/E =  29.16 P/B =  6.37 Price = 116.39
MSCI P/E =  54.16 P/B =  - Price = 337.97
MSFT P/E =  32.37 P/B =  12.19 Price = 183.51
MSGE P/E =  - P/B =  - Price = 75.46
MSGN P/E =  5.24 P/B =  - Price = 13.31
MSGS P/E =  - P/B =  1.57 Price = 166.94
MSI P/E =  25.83 P/B =  - Price = 134.19
MSM P/E =  13.58 P/B =  2.88 Price = 65.37
MSTR P/E =  29.38 P/B =  2.65 Price = 122.37
MTB P/E =  7.94 P/B =  0.87 Price = 98.03
MTCH P/E =  43.27 P/B =  80.89 Price = 84.93
MTD P/E =  33.81 P/B =  58.69 Price = 748.31
MTG P/E =  4.09 P/B =  0.62 Price = 7.61
MTH P/E =  9.06 P/B =  1.31 Price = 68.67
MTN P/E =  26.70 P/B =  5.51 Price = 194.94
MTOR P/E =  3.66 P/B =  3.56 Price = 19.03
MTRN P/E =  34.41 P/B =  1.74 Price = 50.92
MTSC P/E =  14.09 P/B =  0.65 Price = 16.43
MU P/E =  22.52 P/B =  1.35 Price = 44.94
MUR P/E =  - P/B =  0.39 Price = 12.29
MUSA P/E =  15.17 P/B =  4.70 Price = 116.18
MXIM P/E =  18.90 P/B =  9.32 Price = 56.12
MXL P/E =  - P/B =  2.98 Price = 16.92
MYGN P/E =  - P/B =  1.13 Price = 14.73
MYL P/E =  129.26 P/B =  0.72 Price = 15.64
MYOK P/E =  - P/B =  14.33 Price = 107.50
MYRG P/E =  11.01 P/B =  1.18 Price = 26.55
NATI P/E =  18.26 P/B =  3.84 Price = 37.62
NAVI P/E =  4.53 P/B =  0.68 Price = 6.97
NBIX P/E =  67.94 P/B =  16.51 Price = 124.80
NBL P/E =  - P/B =  1.10 Price = 10.10
NCR P/E =  5.16 P/B =  2.23 Price = 17.87
NDAQ P/E =  26.37 P/B =  3.52 Price = 115.34
NDSN P/E =  29.78 P/B =  6.15 Price = 174.15
NEE P/E =  31.86 P/B =  3.14 Price = 233.85
NEM P/E =  14.34 P/B =  2.33 Price = 63.05
NEO P/E =  880.63 P/B =  5.83 Price = 28.18
NEOG P/E =  59.78 P/B =  4.96 Price = 66.83
NEU P/E =  17.49 P/B =  7.57 Price = 434.54
NEWR P/E =  - P/B =  9.70 Price = 63.81
NFLX P/E =  92.19 P/B =  22.43 Price = 429.32
NGVT P/E =  10.55 P/B =  4.27 Price = 51.46
NJR P/E =  16.83 P/B =  1.70 Price = 33.63
NKE P/E =  34.70 P/B =  16.14 Price = 93.75
NKTR P/E =  - P/B =  3.15 Price = 23.04
NLOK P/E =  22.56 P/B =  1.45 Price = 20.24
NLSN P/E =  - P/B =  2.37 Price = 13.59
NMIH P/E =  5.14 P/B =  1.02 Price = 14.46
NOC P/E =  24.55 P/B =  6.03 Price = 325.91
NOK P/E =  55.80 P/B =  1.24 Price = 3.85
NOV P/E =  - P/B =  0.84 Price = 12.09
NOW P/E =  114.07 P/B =  32.55 Price = 387.96
NRG P/E =  2.18 P/B =  5.77 Price = 35.72
NSC P/E =  18.65 P/B =  2.96 Price = 171.47
NSIT P/E =  11.64 P/B =  1.51 Price = 49.43
NSP P/E =  14.40 P/B =  - Price = 49.59
NTAP P/E =  10.47 P/B =  35.74 Price = 44.68
NTCO P/E =  - P/B =  - Price = 12.18
NTCT P/E =  - P/B =  1.00 Price = 26.40
NTES P/E =  23.98 P/B =  5.47 Price = 372.25
NTGR P/E =  95.58 P/B =  1.25 Price = 25.33
NTLA P/E =  - P/B =  4.27 Price = 20.99
NTNX P/E =  - P/B =  - Price = 24.61
NTRS P/E =  11.03 P/B =  1.54 Price = 73.88
NTUS P/E =  65.50 P/B =  1.77 Price = 20.83
NUE P/E =  15.33 P/B =  1.18 Price = 39.48
NUS P/E =  13.17 P/B =  2.44 Price = 35.48
NUVA P/E =  55.22 P/B =  3.67 Price = 62.84
NVDA P/E =  79.84 P/B =  16.93 Price = 361.05
NVEE P/E =  24.30 P/B =  1.46 Price = 43.35
NVR P/E =  14.33 P/B =  4.75 Price = 3133.86
NVRO P/E =  - P/B =  19.16 Price = 129.51
NVTA P/E =  - P/B =  5.35 Price = 17.51
NWL P/E =  - P/B =  1.57 Price = 12.78
NWS P/E =  - P/B =  0.87 Price = 11.63
NWSA P/E =  - P/B =  0.87 Price = 11.52
NXST P/E =  11.51 P/B =  1.75 Price = 79.95
NYT P/E =  45.07 P/B =  5.35 Price = 38.31
O P/E =  35.97 P/B =  1.69 Price = 52.15
OC P/E =  - P/B =  1.51 Price = 48.43
ODFL P/E =  31.01 P/B =  6.27 Price = 158.79
OFIX P/E =  - P/B =  1.82 Price = 33.72
OI P/E =  - P/B =  2.39 Price = 7.18
OII P/E =  - P/B =  0.83 Price = 5.27
OIS P/E =  - P/B =  0.27 Price = 3.68
OKE P/E =  18.85 P/B =  2.70 Price = 36.20
OKTA P/E =  - P/B =  57.98 Price = 192.49
OLED P/E =  48.33 P/B =  8.22 Price = 147.85
OLLI P/E =  39.91 P/B =  5.09 Price = 85.61
OMC P/E =  8.51 P/B =  4.58 Price = 51.78
OMCL P/E =  40.90 P/B =  3.16 Price = 65.64
ON P/E =  79.90 P/B =  2.01 Price = 15.74
ONTO P/E =  883.06 P/B =  1.30 Price = 31.79
ORCL P/E =  16.56 P/B =  11.80 Price = 52.62
ORLY P/E =  22.74 P/B =  279.30 Price = 404.99
OSIS P/E =  17.23 P/B =  2.36 Price = 71.71
OSK P/E =  9.39 P/B =  1.67 Price = 65.66
OSUR P/E =  73.61 P/B =  3.17 Price = 14.87
OTIS P/E =  - P/B =  - Price = 51.71
OVV P/E =  11.02 P/B =  0.22 Price = 8.31
OXY P/E =  - P/B =  0.59 Price = 14.13
PAGS P/E =  35.64 P/B =  6.43 Price = 26.30
PANW P/E =  - P/B =  30.90 Price = 237.93
PATK P/E =  13.81 P/B =  2.48 Price = 53.32
PAYC P/E =  80.19 P/B =  25.90 Price = 269.35
PB P/E =  12.74 P/B =  0.98 Price = 60.62
PBCT P/E =  8.54 P/B =  0.62 Price = 10.86
PBF P/E =  - P/B =  0.64 Price = 10.46
PBH P/E =  15.16 P/B =  1.81 Price = 42.18
PBI P/E =  - P/B =  13.76 Price = 2.34
PCAR P/E =  11.22 P/B =  2.46 Price = 68.42
PCG P/E =  - P/B =  1.20 Price = 11.70
PCRX P/E =  - P/B =  5.07 Price = 45.10
PCTY P/E =  94.43 P/B =  16.88 Price = 117.85
PD P/E =  - P/B =  7.01 Price = 27.88
PDCO P/E =  34.25 P/B =  1.12 Price = 17.40
PEAK P/E =  49.00 P/B =  1.72 Price = 24.55
PEG P/E =  16.93 P/B =  1.59 Price = 48.12
PEGA P/E =  - P/B =  12.94 Price = 91.88
PEN P/E =  170.84 P/B =  12.69 Price = 176.99
PEP P/E =  25.22 P/B =  13.47 Price = 130.48
PETQ P/E =  - P/B =  2.33 Price = 28.82
PFE P/E =  13.70 P/B =  3.20 Price = 37.50
PFG P/E =  8.25 P/B =  0.79 Price = 36.93
PFGC P/E =  23.74 P/B =  1.48 Price = 23.29
PFPT P/E =  - P/B =  11.46 Price = 112.32
PG P/E =  59.70 P/B =  6.25 Price = 112.60
PGR P/E =  12.33 P/B =  3.15 Price = 74.72
PGTI P/E =  15.60 P/B =  1.77 Price = 13.45
PH P/E =  16.37 P/B =  3.40 Price = 166.88
PHM P/E =  8.69 P/B =  1.63 Price = 33.31
PII P/E =  19.33 P/B =  5.17 Price = 83.72
PINC P/E =  3.04 P/B =  1.28 Price = 33.20
PINS P/E =  - P/B =  5.54 Price = 18.60
PKG P/E =  13.55 P/B =  2.77 Price = 92.99
PKI P/E =  45.79 P/B =  3.76 Price = 93.41
PLAN P/E =  - P/B =  23.53 Price = 51.06
PLAY P/E =  4.23 P/B =  2.17 Price = 12.03
PLCE P/E =  8.17 P/B =  2.48 Price = 38.80
PLD P/E =  33.14 P/B =  2.45 Price = 87.55
PLNT P/E =  52.77 P/B =  - Price = 62.96
PLUS P/E =  14.83 P/B =  2.16 Price = 76.53
PLXS P/E =  18.22 P/B =  2.08 Price = 63.25
PM P/E =  14.36 P/B =  - Price = 70.45
PNC P/E =  9.73 P/B =  0.91 Price = 104.61
PNFP P/E =  8.43 P/B =  0.64 Price = 36.90
PNTG P/E =  164.83 P/B =  9.12 Price = 24.89
PODD P/E =  2371.36 P/B =  204.34 Price = 192.08
POL P/E =  22.50 P/B =  1.35 Price = 24.10
POOL P/E =  37.47 P/B =  27.44 Price = 238.18
POST P/E =  - P/B =  2.02 Price = 84.84
POWI P/E =  15.97 P/B =  4.27 Price = 107.28
PPC P/E =  11.73 P/B =  2.09 Price = 20.68
PPG P/E =  19.52 P/B =  4.82 Price = 96.18
PPL P/E =  10.44 P/B =  1.49 Price = 25.65
PRAA P/E =  16.42 P/B =  1.37 Price = 32.39
PRAH P/E =  26.58 P/B =  5.54 Price = 97.46
PRFT P/E =  27.88 P/B =  2.70 Price = 33.65
PRGS P/E =  46.52 P/B =  5.34 Price = 38.98
PRI P/E =  12.68 P/B =  2.91 Price = 108.33
PRLB P/E =  53.97 P/B =  5.66 Price = 124.25
PRSC P/E =  275.51 P/B =  2.99 Price = 75.49
PRSP P/E =  38.36 P/B =  1.63 Price = 22.17
PRU P/E =  7.81 P/B =  0.37 Price = 56.28
PS P/E =  - P/B =  13.75 Price = 21.59
PSA P/E =  25.35 P/B =  6.58 Price = 186.47
PSN P/E =  30.94 P/B =  2.42 Price = 39.35
PSTG P/E =  - P/B =  5.08 Price = 16.27
PSX P/E =  97.40 P/B =  1.58 Price = 76.46
PTC P/E =  216.70 P/B =  6.37 Price = 70.21
PTR P/E =  9.49 P/B =  0.35 Price = 33.30
PUMP P/E =  3.09 P/B =  0.52 Price = 4.85
PVH P/E =  7.95 P/B =  0.55 Price = 44.15
PWR P/E =  15.81 P/B =  1.31 Price = 34.25
PXD P/E =  22.02 P/B =  1.26 Price = 92.42
PYPL P/E =  95.48 P/B =  11.08 Price = 150.86
PZZA P/E =  2354.55 P/B =  - Price = 77.70
QADA P/E =  - P/B =  7.49 Price = 42.63
QCOM P/E =  23.36 P/B =  29.48 Price = 78.70
QDEL P/E =  84.71 P/B =  12.06 Price = 173.49
QLYS P/E =  61.54 P/B =  11.32 Price = 112.00
QNST P/E =  25.89 P/B =  2.02 Price = 9.71
QRTEA P/E =  - P/B =  0.65 Price = 7.79
QRVO P/E =  36.12 P/B =  2.74 Price = 101.54
QTWO P/E =  - P/B =  11.01 Price = 81.84
QUOT P/E =  - P/B =  2.02 Price = 6.18
R P/E =  - P/B =  0.72 Price = 31.10
RACE P/E =  35.78 P/B =  21.20 Price = 160.48
RAMP P/E =  - P/B =  2.85 Price = 48.17
RARE P/E =  - P/B =  7.03 Price = 73.81
RAVN P/E =  29.31 P/B =  2.41 Price = 21.10
RBC P/E =  16.04 P/B =  1.37 Price = 76.64
RCL P/E =  50.81 P/B =  0.88 Price = 43.14
RDFN P/E =  - P/B =  9.83 Price = 29.48
RDY P/E =  39.88 P/B =  4.33 Price = 51.41
RE P/E =  12.47 P/B =  0.96 Price = 205.68
REGI P/E =  3.04 P/B =  0.88 Price = 26.81
REGN P/E =  28.63 P/B =  5.16 Price = 569.91
RETA P/E =  - P/B =  23.26 Price = 160.00
REX P/E =  53.22 P/B =  0.99 Price = 62.59
REZI P/E =  - P/B =  0.48 Price = 5.89
RF P/E =  7.76 P/B =  0.59 Price = 9.95
RGA P/E =  9.38 P/B =  0.61 Price = 90.00
RGEN P/E =  310.02 P/B =  6.80 Price = 139.51
RGLD P/E =  50.82 P/B =  4.00 Price = 136.96
RGNX P/E =  - P/B =  3.84 Price = 43.44
RGR P/E =  30.87 P/B =  3.52 Price = 59.99
RH P/E =  21.74 P/B =  202.19 Price = 198.15
RHI P/E =  12.60 P/B =  4.75 Price = 47.41
RIG P/E =  - P/B =  0.08 Price = 1.43
RJF P/E =  9.67 P/B =  1.33 Price = 65.21
RL P/E =  8.14 P/B =  1.75 Price = 72.84
RMD P/E =  45.58 P/B =  10.34 Price = 161.35
RNG P/E =  - P/B =  46.54 Price = 261.53
ROCK P/E =  19.20 P/B =  2.00 Price = 41.50
ROG P/E =  61.41 P/B =  2.09 Price = 104.88
ROK P/E =  33.33 P/B =  37.79 Price = 202.19
ROKU P/E =  - P/B =  19.31 Price = 108.51
ROL P/E =  62.98 P/B =  15.87 Price = 38.73
ROLL P/E =  25.30 P/B =  2.83 Price = 128.07
ROP P/E =  23.54 P/B =  3.99 Price = 367.06
ROST P/E =  36.39 P/B =  9.89 Price = 93.88
RP P/E =  120.26 P/B =  5.14 Price = 66.02
RPD P/E =  - P/B =  30.07 Price = 45.71
RPM P/E =  28.08 P/B =  6.63 Price = 69.78
RRBI P/E =  11.28 P/B =  1.11 Price = 40.05
RRC P/E =  - P/B =  0.60 Price = 6.01
RRGB P/E =  - P/B =  0.51 Price = 14.12
RS P/E =  10.82 P/B =  1.24 Price = 91.46
RSG P/E =  24.01 P/B =  3.19 Price = 81.12
RTX P/E =  12.63 P/B =  1.31 Price = 60.00
RVLV P/E =  - P/B =  7.44 Price = 14.59
RXN P/E =  20.97 P/B =  2.63 Price = 28.31
RYN P/E =  50.09 P/B =  2.29 Price = 23.29
RYTM P/E =  - P/B =  3.50 Price = 20.12
SAFM P/E =  93.04 P/B =  2.16 Price = 135.09
SAGE P/E =  - P/B =  2.38 Price = 38.94
SAIA P/E =  22.88 P/B =  3.20 Price = 103.41
SAIC P/E =  22.14 P/B =  3.48 Price = 84.91
SAIL P/E =  - P/B =  4.73 Price = 22.80
SAM P/E =  67.45 P/B =  8.28 Price = 520.19
SAVE P/E =  2.77 P/B =  0.31 Price = 10.17
SBCF P/E =  13.56 P/B =  1.05 Price = 20.02
SBGI P/E =  11.12 P/B =  1.12 Price = 17.99
SBH P/E =  6.60 P/B =  - Price = 11.49
SBRA P/E =  13.80 P/B =  0.79 Price = 13.14
SBUX P/E =  27.62 P/B =  - Price = 77.62
SCCO P/E =  20.72 P/B =  4.05 Price = 35.18
SCHW P/E =  12.79 P/B =  1.80 Price = 32.83
SCSC P/E =  17.15 P/B =  0.67 Price = 23.81
SEDG P/E =  39.52 P/B =  7.40 Price = 130.39
SEE P/E =  15.57 P/B =  - Price = 29.80
SEIC P/E =  15.95 P/B =  4.43 Price = 51.35
